id	name	name_src	type	aat_type	close_match
02196	Bretaña	alcedo			
02197	Bretaña	alcedo	pueblo	town	
02198	Breton	alcedo			
02199	Bretones	alcedo	isla	island	
02200	Bribge	alcedo			
02201	Bridlincton	alcedo			
02202	Bridge	alcedo			
02203	Brig	alcedo	isla	island	
02204	Brigida	alcedo			
02205	Brigges	alcedo	isla	island	
02206	Brion	alcedo	isla	island	
02207	Brisans	alcedo			
02208	Brisans	alcedo	isla	island	
02209	Briseual	alcedo	cabo	cape	
02210	Bristol	alcedo	ciudad	city	
02211	Bristol	alcedo	ciudad	city	
02212	Bristol	alcedo	ciudad	city	
02213	Broad	alcedo	rio	river	
02214	Brolle	alcedo	cabo	cape	
02215	Broken	alcedo	isla	island	
02216	Brookhauen	alcedo	ciudad	city	
02217	Broquel	alcedo	isla	island	
02218	Brotas	alcedo	pueblo	town	
02219	Brown	alcedo	isla	island	
02220	Brown	alcedo			
02221	Browers	alcedo	estrecho	strait	
02222	Broyle	alcedo	isla	island	
02223	Brule	alcedo	isla	island	
02224	Brunet	alcedo	isla	island	
02225	Brunsyvick	alcedo	pueblo	town	
02226	Brunsyvick	alcedo	jurisdiccion	administrative division	
02227	Brunsyvick	alcedo	pueblo	town	
02228	Brunsyvick	alcedo	pueblo	town	
02229	Brusjii	alcedo			
02230	Bruxas	alcedo	península	isthmus	
02231	Bry	alcedo	rio	river	
02232	Bujouade	alcedo			
02233	Buc	alcedo	bahía	inlet	
02234	Bucaramanga	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000271
02235	Bucalemu	alcedo	valle	valley	
02236	Bucalemu	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000294
02237	Bucaranao	alcedo	bahía	shore	
02238	Bucaranao	alcedo	isla	island	
02239	Buchalema	alcedo	pueblo	town	
02240	Bucks	alcedo	jurisdiccion	administrative division	
02241	Buckingan	alcedo	condado	county	
02242	Budi	alcedo	rio	river	
02243	Buei	alcedo	isla	island	
02244	Buei	alcedo			
02245	Buen	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000151
02246	Buenas	alcedo			
02247	Buen	alcedo	bahía	bay	
02248	Buen	alcedo	rio	river	
02249	Buena	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000363
02250	Buena	alcedo	asentamiento	inhabited place	
02251	Buenaventura	alcedo	pueblo	town	
02252	Buenaventura	alcedo	pueblo	town	
02253	Buenaventura	alcedo	alcaldía mayor	inhabited place	
02254	Buenaventura	alcedo			
02255	Buenaventura	alcedo	provincia	province	
02256	Buenaventura	alcedo	alcaldía mayor	inhabited place	
02257	Buenaventura	alcedo			
02258	Buenaventura	alcedo	provincia	province	
02259	Buenaventura	alcedo	reino	kingdom	
02260	Buenaventura	alcedo	provincia	province	
02261	Buenaventura	alcedo	sierra	mountain range	
02262	Buenaventura	alcedo	mar	sea	
02263	Buenaventura	alcedo	isla	island	
02264	Buenavista	alcedo	ciudad	city	
02265	Buenavista	alcedo	pueblo	town	
02266	Buenavista	alcedo			
02267	Buenavista	alcedo	pueblo	town	
02268	Buenavista	alcedo	provincia	province	
02269	Buenavista	alcedo			
02270	Buenavista	alcedo	provincia	province	
02271	Buenavista	alcedo	bahía	bay	
02272	Buenavista	alcedo	pueblo	town	
02273	Buenavista	alcedo	isla	island	
02274	Buenavista	alcedo			
02275	Buenavista	alcedo	reino	kingdom	
02276	Buenos	alcedo	provincia	province	
02277	Obispos	alcedo			
02278	Bufadero	alcedo	isla	island	
02279	Bufadero	alcedo	puerto	port	
02280	Bufalo	alcedo	rio	river	
02281	Bufalo	alcedo	rio	river	
02282	Bufele	alcedo	rio	river	
02283	Bufele	alcedo	rio	river	
02284	Buffles	alcedo	rio	river	
02285	Buffles	alcedo	rio	river	
02286	Buga	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600032
02287	Bugava	alcedo	pueblo	town	
02288	Buia	alcedo	pueblo	town	
02289	Buisaco	alcedo	rio	river	
02290	Buisaco	alcedo	pueblo	town	
02291	Buisaquillop	alcedo	provincia	province	
02292	Bujururu	alcedo	pueblo	town	
02293	Buldibuio	alcedo	pueblo	town	
02294	Bulklei	alcedo	isla	island	
02295	Bull	alcedo	isla	island	
02296	Bull	alcedo	rio	river	
02297	Bumbo	alcedo	puerto	port	
02298	Buono	alcedo	rio	river	
02299	Burais	alcedo	pueblos y tierras indígenas	nation	
02300	Burari	alcedo	rio	river	
02301	Buraure	alcedo	provincia	province	
02302	Burburata	alcedo	pueblo	town	
02303	Burdens	alcedo	pueblo	town	
02304	Bureu	alcedo	isla	island	
02305	Burgados	alcedo	cabo	cape	
02306	Burgai	alcedo	montaña	mountain	
02307	Burgo	alcedo	pueblo	town	
02308	Burgo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1005519
02309	Burgos	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004915
02310	Burguillos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000347
02311	Burguin	alcedo	ciudad	city	
02312	Buria	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000040
02313	Burins	alcedo	cabo	cape	
02314	Buritica	alcedo	pueblo	town	
02315	Burlington	alcedo	ciudad	city	
02316	Burnets	alcedo	pueblo	town	
02317	Buros	alcedo	isla	island	
02318	Burrero	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000655
02319	Burton	alcedo	isla	island	
02320	Bururu	alcedo	pueblo	town	
02321	Busanio	alcedo	pueblo	town	
02322	Busbanza	alcedo	pueblo	town	
02323	Buscies	alcedo	rio	river	
02324	Bush	alcedo	pueblo	town	
02325	Bush	alcedo	rio	river	
02326	Bush	alcedo	rio	river	
02327	Busios	alcedo	isla	island	
02328	Busongote	alcedo	asentamiento	inhabited place	
02329	Butchers	alcedo	rio	river	
02330	Buturune	alcedo	pueblo	town	
02331	Buzard	alcedo	bahía	bay	
02332	Buzos	alcedo	rio	river	
02333	Caba	alcedo	rio	river	
02334	Cababuri	alcedo	rio	river	
02335	Caballa	alcedo	puerto	port	
02336	Caballa	alcedo	montaña	mountain	
02337	Cabana	alcedo	pueblo	town	
02338	Cabana	alcedo	provincia	province	
02339	Cabanilla	alcedo	pueblo	town	
02340	Cabana	alcedo	pueblo	town	
02341	Cabana	alcedo	bahía	bay	
02342	Cabana	alcedo	isla	island	
02343	Cabari	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000135
02344	Cabaritas	alcedo	bahía	bay	
02345	Cabasson	alcedo	rio	river	
02346	Cabelo	alcedo	bahía	bay	
02347	Cabello	alcedo	pueblo	town	
02348	Cabeza	alcedo	bahía	bay	
02349	Cabezas	alcedo	isla	island	
02350	Cabiari	alcedo	rio	river	
02351	Cabieres	alcedo	rio	river	
02352	Cabire	alcedo	pueblo	town	
02353	Cabo	alcedo			
02354	Cabo	alcedo	capitania	political administrative body	
02355	Cabo	alcedo	rio	river	
02356	Caborca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003954
02357	Caborca	alcedo	rio	river	
02358	Cabuia	alcedo	rio	river	
02359	Cabra	alcedo	rio	river	
02360	Cabrera	alcedo	rio	river	
02361	Cabrillos	alcedo	lago	lagoon	
02362	Cabrito	alcedo	rio	river	
02363	Cabron	alcedo	cabo	cape	
02364	Cabruta	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000097
02365	Cacagual	alcedo	pueblo	town	
02366	Cacaguan	alcedo	rio	river	
02367	Cacahuatepec	alcedo	pueblo	town	
02368	Cacahuatepec	alcedo	jurisdiccion	administrative division	
02369	Cacalotepec	alcedo	pueblo	town	
02370	Cacalotepec	alcedo	pueblo	town	
02371	Cacalotepec	alcedo	pueblo	town	
02372	Cacalotepeque	alcedo	pueblo	town	
02373	Cacalutla	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003667
02374	Cacamoloatlan	alcedo	pueblo	town	
02375	Cacapchon	alcedo	pueblo	town	
02376	Cacapekon	alcedo	rio	river	
02377	Cacas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001213
02378	Cacateapa	alcedo	pueblo	town	
02379	Cacha	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000358
02380	Cachal	alcedo	pueblo	town	
02381	Cachapoal	alcedo	rio	river	
02382	Cachi	alcedo	pueblo	town	
02383	Cachi	alcedo	provincia	province	
02384	Cachi	alcedo	provincia	province	
02385	Cachicamo	alcedo	rio	river	
02386	Cachicamo	alcedo			
02387	Cachillactap	alcedo	gobierno	political administrative body	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600063
02388	Cachimaio	alcedo	rio	river	
02389	Cachin	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000230
02390	Cachin	alcedo	provincia	province	
02391	Cachipampa	alcedo	llano	plain	
02392	Cachipo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000371
02393	Cachipour	alcedo	rio	river	
02394	Cachir	alcedo	pueblo	town	
02395	Cachir	alcedo			
02396	Cachira	alcedo	rio	river	
02397	Cachiri	alcedo			
02398	Cachiyaco	alcedo	pueblo	town	
02399	Cachiyacu	alcedo	rio	river	
02400	Cachoeira	alcedo			
02401	Cachora	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000167
02402	Cachorro	alcedo	rio	river	
02403	Cachui	alcedo	pueblo	town	
02404	Cachula	alcedo	pueblo	town	
02405	Cachupanas	alcedo	pueblo	town	
02406	Cacla	alcedo	pueblo	town	
02407	Caco	alcedo	rio	river	
02408	Cacoioc	alcedo	pueblo	town	
02409	Cacore	alcedo	pueblo	town	
02410	Cacota	alcedo	pueblo	town	
02411	Cacota	alcedo	pueblo	town	
02412	Cacrillo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000648
02413	Cacuar	alcedo	pueblo	town	
02414	Cacula	alcedo	pueblo	town	
02415	Cadaroses	alcedo	lago	lagoon	
02416	Cadereita	alcedo	pueblo	town	
02417	Cadereita	alcedo			
02418	Cadajal	alcedo	lago	lagoon	
02419	Cadiz	alcedo			
02420	Cadiz	alcedo	pueblo	town	
02421	Cadodaquis	alcedo	pueblos y tierras indígenas	town	
02422	Caete	alcedo	ciudad	city	
02423	Caete	alcedo	rio	river	
02424	Caeua	alcedo	rio	river	
02425	Cafaiate	alcedo	pueblo	town	
02426	Cagua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000055
02427	Caguan	alcedo	pueblo	town	
02428	Caguan	alcedo	rio	river	
02429	Caguana	alcedo	rio	river	
02430	Caguana	alcedo			
02431	Cagassa	alcedo			
02432	Caguasqui	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600111
02433	Cahaguarage	alcedo	pueblos y tierras indígenas	town	
02434	Cahabon	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=2000145
02435	Cahete	alcedo	pueblo	town	
02436	Cahete	alcedo	pueblo	town	
02437	Cahete	alcedo	isla	island	
02438	Cahi	alcedo	rio	river	
02439	Cahi	alcedo	rio	river	
02440	Cahoqui	alcedo	pueblos y tierras indígenas	town	
02441	Cahoqui	alcedo	rio	river	
02442	Cahuac	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001073
02443	Cahuanca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000498
02444	Cahuaio	alcedo	pueblo	town	
02445	Cahung	alcedo	pueblos y tierras indígenas	town	
02446	Cahabau	alcedo	rio	river	
02447	Caiaa	alcedo	lago	lagoon	
02448	Caiaba	alcedo	rio	river	
02449	Caiaga	alcedo	rio	river	
02450	Caibacoa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000601
02451	Caiabos	alcedo	rio	river	
02452	Caiacanca	alcedo	pueblo	town	
02453	Calambe	alcedo	pueblo	town	
02454	Caiamburo	alcedo	montaña	mountain	
02455	Caiame	alcedo	rio	river	
02456	Caiapa	alcedo	rio	river	
02457	Caiapas	alcedo	pueblo	town	
02458	Caiapos	alcedo	rio	river	
02459	Caiari	alcedo	rio	river	
02460	Caicaixixaisi	alcedo			
02461	Caico	alcedo			
02462	Caicos	alcedo	isla	island	
02463	Caicai	alcedo	pueblo	town	
02464	Caicara	alcedo	pueblo	town	
02465	Caicara	alcedo	lago	lagoon	
02466	Caiena	alcedo	isla	island	
02467	Caiena	alcedo	isla	island	
02468	Cayetano	alcedo	pueblo	town	
02469	Cayetano	alcedo	pueblo	town	
02470	Cayetano	alcedo	pueblo	town	
02471	Caigua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000340
02472	Caihoca	alcedo	pueblo	town	
02473	Cayi	alcedo	rio	river	
02474	Cailloma	alcedo	pueblo	town	
02475	Caillou	alcedo	isla	island	
02476	Caillou	alcedo	rio	river	
02477	Caillou	alcedo			
02478	Caima	alcedo	pueblo	town	
02479	Caiman	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000896
02480	Caiman	alcedo	rio	river	
02481	Caiman	alcedo	rio	river	
02482	Caiman	alcedo	rio	river	
02483	Caiman	alcedo			
02484	Caimanes	alcedo	rio	river	
02485	Caimanes	alcedo	rio	river	
02486	Caimito	alcedo	pueblo	town	
02487	Caimitos	alcedo	bahía	inlet	
02488	Caimitos	alcedo	isla	island	
02489	Caina	alcedo	pueblo	town	
02490	Caio	alcedo	isla	island	
02491	Caio	alcedo			
02492	Caio	alcedo			
02493	Caios	alcedo	pueblo	town	
02494	Caiola	alcedo	rio	river	
02495	Caiomulgi	alcedo	pueblos y tierras indígenas	town	
02496	Caiona	alcedo	rio	river	
02497	Caione	alcedo	pueblo	town	
02498	Caione	alcedo	montaña	mountain	
02499	Caipi	alcedo	pueblo	town	
02500	Caiquer	alcedo	pueblo	town	
02501	Cairan	alcedo	pueblo	town	
02502	Cairaixaiisgua	alcedo	isla	island	
02503	Cairu	alcedo	lago	lagoon	
02504	Cairu	alcedo	montaña	mountain	
02505	Cairu	alcedo	pueblo	town	
02506	Caitapera	alcedo	rio	river	
02507	Caiuz	alcedo	pueblo	town	
02508	Caiugaes	alcedo	bahía	bay	
02509	Caiugua	alcedo	rio	river	
02510	Caiza	alcedo	pueblo	town	
02511	Caiza	alcedo	pueblo	town	
02512	Cajiari	alcedo	rio	river	
02513	Cajas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001159
02514	Cajones	alcedo	pueblo	town	
02515	Cajubabas	alcedo	lago	lagoon	
02516	Cal	alcedo	pueblo	town	
02517	Calabozo	alcedo	pueblo	town	
02518	Calabozo	alcedo	pueblo	town	
02519	Cala	alcedo	pueblo	town	
02520	Cala	alcedo	pueblo	town	
02521	Calacoto	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000125
02522	Calahuaxa	alcedo	pueblo	town	
02523	Calajau	alcedo	rio	river	
02524	Calama	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000469
02525	Calamarca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000134
02526	Calamar	alcedo			
02527	Calambuco	alcedo	pueblo	town	
02528	Calamuchita	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000059
02529	Calamuchita	alcedo	valle	valley	
02530	Calandaima	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000747
02531	Calango	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000702
02532	Calapuja	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000551
02533	Calauera	alcedo	bahía	inlet	
02534	Calbamba	alcedo	rio	river	
02535	Calbuco	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000405
02536	Calca	alcedo	provincia	province	
02537	Calcamaio	alcedo	rio	river	
02538	Calcauzo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000194
02539	Calcahualco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004171
02540	Calcha	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000165
02541	Calchaqui	alcedo	provincia	province	
02542	Calchaqui	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000114
02543	Calchaqui	alcedo	valle	valley	
02544	Caldas	alcedo	pueblo	town	
02545	Caldera	alcedo	pueblo	town	
02546	Caldera	alcedo	rio	river	
02547	Caldera	alcedo	rio	river	
02548	Caldera	alcedo	rio	river	
02549	Calderon	alcedo	pueblo	town	
02550	Caldeua	alcedo	pueblo	town	
02551	Caldono	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600509
02552	Cales	alcedo	cabo	cape	
02553	Caleta	alcedo			
02554	Calebassem	alcedo			
02555	Calemar	alcedo			
02556	Caleguala	alcedo	pueblo	town	
02557	Cali	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600033
02558	Calidonia	alcedo	puerto	port	
02559	Calimaia	alcedo	pueblo	town	
02560	Calimaia	alcedo			
02561	California	alcedo	provincia	province	
02562	Calibio	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600590
02563	Calima	alcedo	montaña	mountain	
02564	Caligasta	alcedo	pueblos y tierras indígenas	town	
02565	Calla	alcedo	rio	river	
02566	Calla	alcedo	pueblo	town	
02567	Callahuaia	alcedo	rio	river	
02568	Callao	alcedo	ciudad	city	
02569	Callapa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000122
02570	Callapampa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000819
02571	Laqui	alcedo	provincia	province	
02572	Callaucuian	alcedo	lago	lagoon	
02573	Calle	alcedo	pueblo	town	
02574	Callejon	alcedo	pueblo	town	
02575	Callenmarca	alcedo	pueblo	town	
02576	Calligue	alcedo	pueblo	town	
02577	Callisecas	alcedo	pueblos y tierras indígenas	nation	
02578	Calliri	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000230
02579	Callo	alcedo	pueblo	town	
02580	Callo	alcedo	puerto	port	
02581	Callua	alcedo	lago	lagoon	
02582	Calmetitlan	alcedo	pueblo	town	
02583	Calonge	alcedo	isla	island	
02584	Caloto	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600051
02585	Calpañapa	alcedo			
02586	Calputitlan	alcedo	pueblo	town	
02587	Calputitlan	alcedo			
02588	Calpa	alcedo	pueblo	town	
02589	Calpa	alcedo	pueblo	town	
02590	Calpi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600248
02591	Calpulalpa	alcedo	pueblo	town	
02592	Calta	alcedo	cabo	cape	
02593	Caltengo	alcedo	pueblo	town	
02594	Caluario	alcedo	montaña	mountain	
02595	Caluario	alcedo	rio	river	
02596	Calualchi	alcedo	cabo	cape	
02597	Caluert	alcedo	condado	county	
02598	Galuertouun	alcedo	ciudad	city	
02599	Caluma	alcedo	rio	river	
02600	Caluo	alcedo	puerto	port	
02601	Calzon	alcedo	isla	island	
02602	Camagandi	alcedo	rio	river	
02603	Camameu	alcedo	rio	river	
02604	Camamu	alcedo	pueblo	town	
02605	Camamu	alcedo	sierra	mountain range	
02606	Camamu	alcedo			
02607	Camana	alcedo	provincia	province	
02608	Camana	alcedo			https://www.hgis-indias.net/dokuwiki/doku.php?id=6000055
02609	Camanau	alcedo	rio	river	
02610	Camanestigouia	alcedo			
02611	Camanicop	alcedo	provincia	province	
02612	Camanti	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000337
02613	Camanti	alcedo	montaña	mountain	
02614	Camapeta	alcedo	rio	river	
02615	Camapoa	alcedo	rio	river	
02616	Camara	alcedo	pueblo	town	
02617	Camaragibi	alcedo	rio	river	
02618	Camaratuba	alcedo	rio	river	
02619	Camargo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004917
02620	Camargos	alcedo	pueblo	town	
02621	Camari	alcedo	montaña	mountain	
02622	Camaron	alcedo	rio	river	
02623	Camaron	alcedo	cabo	cape	
02624	Camarones	alcedo	bahía	bay	
02625	Camarones	alcedo	puerto	port	
02626	Camarones	alcedo	rio	river	
02627	Camata	alcedo	pueblo	town	
02628	Camata	alcedo	pueblo	town	
02629	Camavos	alcedo	people	cultural group	
02630	Cambai	alcedo	pueblo	town	
02631	Cambridge	alcedo	ciudad	city	
02632	Cambarbala	alcedo	pueblo	town	
02633	Cambas	alcedo	people	cultural group	
02634	Camboia	alcedo	rio	river	
02635	Cambo	alcedo	isla	island	
02636	Cambuto	alcedo	pueblo	town	
02637	Camille	alcedo	montaña	mountain	
02638	Camina	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=3000131
02639	Caminaca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000189
02640	Camindei	alcedo	rio	river	
02641	Caminos	alcedo	pueblo	town	
02642	Camisas	alcedo	pueblo	town	
02643	Camiseta	alcedo			
02644	Camitlipe	alcedo	pueblo	town	
02645	Camoa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003896
02646	Camoaes	alcedo	rio	river	
02647	Camopi	alcedo	rio	river	
02648	Camorin	alcedo	isla	island	
02649	Campana	alcedo	rio	river	
02650	Campana	alcedo	montaña	mountain	
02651	Campanario	alcedo			
02652	Campanero	alcedo	montaña	mountain	
02653	Campeche	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000226
02654	Campeche	alcedo			
02655	Campin	alcedo	pueblo	town	
02656	Campucho	alcedo	montaña	mountain	
02657	Camsaña	alcedo	pueblo	town	
02658	Camseau	alcedo	estrecho	strait	
02659	Camsuare	alcedo	provincia	province	
02660	Camu	alcedo	isla	island	
02661	Camueip	alcedo	rio	river	
02662	Camui	alcedo	isla	island	
02663	Camur	alcedo	rio	river	
02664	Camuta	alcedo	pueblo	town	
02665	Cana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000198
02666	Caña	alcedo	isla	island	
02667	Caña	alcedo			
02668	Canaam	alcedo	pueblo	town	
02669	Cañabe	alcedo	rio	river	
02670	Canabeki	alcedo	rio	river	
02671	Canada	alcedo	provincia	province	
02672	Canada	alcedo	pueblo	town	
02673	Cañada	alcedo	pueblo	town	
02674	Cañada	alcedo	pueblo	town	
02675	Cañada	alcedo	provincia	province	
02676	Canadienesi	alcedo	rio	river	
02677	Canahoguep	alcedo	reino	country	
02678	Cananca	alcedo	pueblo	town	
02679	Cananea	alcedo	isla	island	
02680	Canapote	alcedo	pueblo	town	
02681	Canards	alcedo	rio	river	
02682	Canards	alcedo	pueblo	town	
02683	Canards	alcedo	isla	island	
02684	Canaria	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000424
02685	Cañaris	alcedo	reino	kingdom	
02686	Canas	alcedo	rio	river	
02687	Cañas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=2000708
02688	Cañas	alcedo	rio	river	
02689	Cañas	alcedo	isla	island	
02690	Can	alcedo	pueblo	town	
02691	Canaxe	alcedo	rio	river	
02692	Cañazas	alcedo	rio	river	
02693	Canauerales	alcedo	pueblo	town	
02694	Cañaueiras	alcedo	cabo	cape	
02695	Cancon	alcedo	pueblo	town	
02696	Candelaria	alcedo	pueblo	town	
02697	Candelaria	alcedo	puerto	port	
02698	Cañe	alcedo			
02699	Canelos	alcedo	reino	kingdom	
02700	Canelones	alcedo	rio	river	
02701	Canes	alcedo	provincia	province	
02702	Cañete	alcedo	provincia	province	
02703	Cañete	alcedo	rio	river	
02704	Cañete	alcedo	isla	island	
02705	Cangrejillos	alcedo	puerto	port	
02706	Cangrejo	alcedo	pueblo	town	
02707	Cangrejos	alcedo	isla	island	
02708	Cani	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001095
02709	Canibales	alcedo	people	cultural group	
02710	Canicuaris	alcedo	people	cultural group	
02711	Canin	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000787
02712	Caniouis	alcedo	pueblos y tierras indígenas	town	
02713	Canis	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000973
02714	Cannes	alcedo	isla	island	
02715	Cannesis	alcedo	pueblo	town	
02716	Cano	alcedo	pueblo	town	
02717	Canoa	alcedo	pueblo	town	
02718	Canoa	alcedo	bahía	inlet	
02719	Canocota	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000086
02720	Canoe	alcedo	isla	island	
02721	Cañogandi	alcedo	rio	river	
02722	Canoma	alcedo	rio	river	
02723	Canona	alcedo	lago	lagoon	
02724	Caños	alcedo	rio	river	
02725	Canot	alcedo	rio	river	
02726	Canot	alcedo	rio	river	
02727	Canots	alcedo	rio	river	
02728	Cansacoto	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600064
02729	Canseau	alcedo	isla	island	
02730	Canseau	alcedo	ciudad	city	
02731	Canta	alcedo	provincia	province	
02732	Cantanabalo	alcedo	rio	river	
02733	Canterburi	alcedo	asentamiento	inhabited place	
02734	Cantla	alcedo	pueblo	town	
02735	Canuto	alcedo	rio	river	
02736	Canuari	alcedo	rio	river	
02737	Canxa	alcedo	pueblo	town	
02738	Canze	alcedo	rio	river	
02739	Cao	alcedo	pueblo	town	
02740	Cao	alcedo			
02741	Caobas	alcedo	isla	island	
02742	Caora	alcedo	rio	river	
02743	Cap	alcedo	cabo	cape	
02744	Cap	alcedo	isla	island	
02745	Capaca	alcedo	pueblo	town	
02746	Capachica	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000210
02747	Capachica	alcedo	estrecho	strait	
02748	Capacmarco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000239
02749	Capacho	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000565
02750	Capaia	alcedo	pueblo	town	
02751	Capaia	alcedo	pueblo	town	
02752	Capaia	alcedo	rio	river	
02753	Capaian	alcedo	pueblo	town	
02754	Capaire	alcedo	pueblo	town	
02755	Capana	alcedo	rio	river	
02756	Capanatoiaque	alcedo	pueblo	town	
02757	Capanema	alcedo	pueblo	town	
02758	Capanema	alcedo	rio	river	
02759	Capanerealter	alcedo			
02760	Capae	alcedo	isla	island	
02761	Caparrapi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000477
02762	Capatarida	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000081
02763	Capatarida	alcedo	rio	river	
02764	Capauilque	alcedo	pueblo	town	
02765	Caperu	alcedo	rio	river	
02766	Capeti	alcedo	rio	river	
02767	Capi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000288
02768	Capi	alcedo	rio	river	
02769	Capiata	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000085
02770	Capigui	alcedo	rio	river	
02771	Capilla	alcedo	pueblo	town	
02772	Capilla	alcedo	provincia	province	
